,Loss,Power,Delay
431,0.211457402,97.604,1.275918071
432,0.210500002,97.604,1.275960327
433,0.209551051,97.604,1.275918324
434,0.208610207,97.604,1.275701335
435,0.207674101,97.605,1.275842303
436,0.206744149,97.605,1.27587915
437,0.205820337,97.605,1.275663475
438,0.204903722,97.605,1.275622754
439,0.203993812,97.605,1.27558225
440,0.203090951,97.605,1.275541962
441,0.202196524,97.605,1.275501888
442,0.201308727,97.605,1.276054071
443,0.200427726,97.606,1.276388207
444,0.199550942,97.606,1.276419888
445,0.198681146,97.606,1.276206812
446,0.197817177,97.606,1.275994879
447,0.196957245,97.606,1.275784081
448,0.196104735,97.606,1.275574408
449,0.195256814,97.606,1.275365851
450,0.194416553,97.606,1.275401574
451,0.193579286,97.606,1.275736767
452,0.192743897,97.606,1.276276622
453,0.191914439,97.607,1.27641534
454,0.191088021,97.607,1.276745174
455,0.19026649,97.607,1.276536277
456,0.18944861,97.607,1.27656712
457,0.188637599,97.607,1.276703994
458,0.187835827,97.607,1.276743837
459,0.187037364,97.607,1.276702115
460,0.186244175,97.607,1.276495001
461,0.185454369,97.607,1.276288963
462,0.184670672,97.607,1.276319306
463,0.18389219,97.608,1.276455445
464,0.183116212,97.608,1.27641491
465,0.182345748,97.608,1.27637458
466,0.1815819,97.608,1.276509503
467,0.18082349,97.608,1.276148177
468,0.180070087,97.608,1.276108825
469,0.179320529,97.608,1.27606967
470,0.178576589,97.608,1.275868914
471,0.177837744,97.608,1.275669177
472,0.177102596,97.608,1.275803802
473,0.176374376,97.608,1.27583779
474,0.175648972,97.608,1.2758597
475,0.174927324,97.609,1.274411065
476,0.17421037,97.609,1.27444049
477,0.173495919,97.609,1.272832867
478,0.172785968,97.609,1.272643753
479,0.172080383,97.609,1.272965731
480,0.171377733,97.609,1.27293539
481,0.170678169,97.609,1.272747421
482,0.169984043,97.609,1.272560383
483,0.16929467,97.609,1.272581903
484,0.168612525,97.609,1.273093502
485,0.167933077,97.609,1.272906539
486,0.167257071,97.61,1.273044001
487,0.166585281,97.61,1.273550668
488,0.165917084,97.61,1.273519398
489,0.165252253,97.61,1.273544255
490,0.164589703,97.61,1.273569014
491,0.163931906,97.61,1.273382733
492,0.163280755,97.61,1.273517718
493,0.162631258,97.61,1.273550215
494,0.161984637,97.61,1.273519227
495,0.16134347,97.61,1.273551544
496,0.160707965,97.61,1.27336669
497,0.160073847,97.61,1.27318273
498,0.159444615,97.61,1.273210741
499,0.158817559,97.61,1.273234877
500,0.158194974,97.611,1.273369004
501,0.157577291,97.611,1.271620544
502,0.156965002,97.611,1.271594659
503,0.156353354,97.611,1.271568894
504,0.155743822,97.611,1.271543248
505,0.155137882,97.611,1.271679441
506,0.154536113,97.611,1.271653644
507,0.153936461,97.611,1.271681151
508,0.153340533,97.611,1.271704858
509,0.152749866,97.611,1.271528784
510,0.15216355,97.611,1.271835994
511,0.151580527,97.611,1.271810038
512,0.15099974,97.611,1.271784199
513,0.150422797,97.611,1.271917924
514,0.149849713,97.611,1.271743396
515,0.149279281,97.612,1.27222834
516,0.148711354,97.612,1.272251722
517,0.148146942,97.612,1.272225095
518,0.14758496,97.612,1.272251982
519,0.147026911,97.612,1.272225432
520,0.146472946,97.612,1.272525325
521,0.145923287,97.612,1.273003999
522,0.145378396,97.612,1.273027082
523,0.144835308,97.612,1.273155802
524,0.144295231,97.612,1.27363083
525,0.143759951,97.612,1.273455583
526,0.143226996,97.612,1.273582415
527,0.142697066,97.612,1.273408076
528,0.142169118,97.612,1.271814152
529,0.141645342,97.612,1.271833667
530,0.141122788,97.612,1.271852463
531,0.140602604,97.613,1.271678561
532,0.140085444,97.613,1.271807991
533,0.139572307,97.613,1.27163964
534,0.139061674,97.613,1.271932717
535,0.138553679,97.613,1.271764836
536,0.138048604,97.613,1.271787334
537,0.137545213,97.613,1.272078775
538,0.137044832,97.613,1.272053552
539,0.136549056,97.613,1.272180396
540,0.136055693,97.613,1.272209954
541,0.135562748,97.613,1.272184563
542,0.135073319,97.613,1.272018005
543,0.13458848,97.613,1.271852186
544,0.134105459,97.613,1.271978358
545,0.133623645,97.613,1.271813355
546,0.133144379,97.613,1.272099574
547,0.132667154,97.613,1.27207474
548,0.132193655,97.613,1.272050011
549,0.13172628,97.613,1.272068816
550,0.131259456,97.613,1.272094147
551,0.13079378,97.613,1.271930352
552,0.130331933,97.614,1.271767272
553,0.12987265,97.614,1.271792433
554,0.129414931,97.614,1.270411125
555,0.128959566,97.614,1.270390308
556,0.128506169,97.614,1.270369577
557,0.12805599,97.614,1.270348933
558,0.127607867,97.614,1.270377492
559,0.127162561,97.614,1.270660665
560,0.126721159,97.614,1.270679011
561,0.126280978,97.614,1.270703751
562,0.125841364,97.614,1.270682518
563,0.125406057,97.614,1.270661374
564,0.124971211,97.614,1.270786086
565,0.124537893,97.614,1.270628966
566,0.124105975,97.614,1.270753205
567,0.123677649,97.614,1.270771298
568,0.123252608,97.614,1.270614885
569,0.122829191,97.614,1.270893365
570,0.122407876,97.614,1.271170655
571,0.121988639,97.614,1.271292691
572,0.121572241,97.614,1.271414205
573,0.121159047,97.614,1.271432135
574,0.120746531,97.614,1.271409802
575,0.120337106,97.615,1.271430684
576,0.119930655,97.615,1.271868403
577,0.119526118,97.615,1.271987963
578,0.119123459,97.615,1.271831617
579,0.118722394,97.615,1.271675924
580,0.118323334,97.615,1.271653313
581,0.11792618,97.615,1.271630792
582,0.117530175,97.615,1.270316935
583,0.117136613,97.615,1.270340789
584,0.116745479,97.615,1.270189788
585,0.116355434,97.615,1.27003941
586,0.115971714,97.615,1.270160498
587,0.11558646,97.615,1.270141316
588,0.115201794,97.615,1.270411012
589,0.114819318,97.615,1.270261403
590,0.114439808,97.615,1.270281797
591,0.114060313,97.615,1.270550113
592,0.11368271,97.615,1.270976182
593,0.113307029,97.615,1.271400507
594,0.112933248,97.615,1.271664893
595,0.112561263,97.615,1.271682212
596,0.112190709,97.615,1.271797995
597,0.111823454,97.615,1.271821314
598,0.111457273,97.615,1.271936595
599,0.111092471,97.615,1.271786027
600,0.110730208,97.615,1.271636065
601,0.110369913,97.615,1.271656081
602,0.110011637,97.616,1.271506692
603,0.109655492,97.616,1.271529735
604,0.109302677,97.616,1.27179073
605,0.108949929,97.616,1.271768804
606,0.108598232,97.616,1.271746962
607,0.108247474,97.616,1.271860789
608,0.107900329,97.616,1.271877678
609,0.10755492,97.616,1.271729344
610,0.107210003,97.616,1.271746155
611,0.106867172,97.616,1.270848991
612,0.10652706,97.616,1.270874925
613,0.106188431,97.616,1.270894409
614,0.105850697,97.616,1.27074865
615,0.105514184,97.616,1.271161784
616,0.105179124,97.616,1.271016067
617,0.104845703,97.616,1.271130044
618,0.104514956,97.616,1.270984958
619,0.104184806,97.616,1.270840441
620,0.10385564,97.616,1.270696489
621,0.103530854,97.616,1.270553099
622,0.103205092,97.616,1.270666851
623,0.102881625,97.616,1.270524074
624,0.102558978,97.616,1.269519608
625,0.102968052,97.616,1.269541781
626,0.103468634,97.616,1.269524953
627,0.104045846,97.616,1.269385483
628,0.104677193,97.616,1.269414216
629,0.10534931,97.616,1.269433196
630,0.106046058,97.616,1.269175647
631,0.106753595,97.616,1.269191783
632,0.107454918,97.616,1.269207325
633,0.10813991,97.616,1.269232285
634,0.108797774,97.616,1.269216213
635,0.109420776,97.616,1.269078191
636,0.110002756,97.616,1.26909634
637,0.110541455,97.616,1.2693506
638,0.111034527,97.617,1.269212853
639,0.111479729,97.617,1.269326842
640,0.11187645,97.617,1.269310741
641,0.112223811,97.617,1.269424101
642,0.112523198,97.617,1.269442621
643,0.112779096,97.617,1.269555526
644,0.112983584,97.617,1.269539084
645,0.11314486,97.617,1.269651371
646,0.113266133,97.617,1.269675823
647,0.113352627,97.617,1.269539289
648,0.113399751,97.617,1.269403269
649,0.113417707,97.617,1.26941887
650,0.113405839,97.617,1.26928334
651,0.113361232,97.617,1.269263969
652,0.11329551,97.617,1.269279491
653,0.113207906,97.617,1.269300524
654,0.113098748,97.617,1.26916574
655,0.112975478,97.617,1.269150276
656,0.112835489,97.617,1.269261858
657,0.11267709,97.617,1.269279375
658,0.112503916,97.617,1.269294697
659,0.112313084,97.617,1.269309976
660,0.112111136,97.617,1.269175948
661,0.111898519,97.617,1.269160578
662,0.111677632,97.617,1.26940675
663,0.111449637,97.617,1.269433762
664,0.111216404,97.617,1.26941798
665,0.110974781,97.617,1.269402253
666,0.110726714,97.617,1.26951217
667,0.110473134,97.617,1.269379252
668,0.110216267,97.617,1.269246822
669,0.10995657,97.617,1.269114877
670,0.109692872,97.617,1.269224502
671,0.109425358,97.617,1.269609521
672,0.10915266,97.617,1.269629925
673,0.108875647,97.617,1.269614003
674,0.108598486,97.617,1.268467673
675,0.108317651,97.617,1.268709711
676,0.108034112,97.617,1.268950864
677,0.10774722,97.617,1.268145835
678,0.107462406,97.617,1.268018017
679,0.107170649,97.617,1.268127824
680,0.106879264,97.617,1.268000495
681,0.106588699,97.617,1.267873622
682,0.106300011,97.617,1.267747203
683,0.106007226,97.617,1.267767275
684,0.105714008,97.617,1.267641282
685,0.105424419,97.617,1.268020164
686,0.105130546,97.617,1.268039657
687,0.104838029,97.617,1.268148259
688,0.104546838,97.618,1.268014945
689,0.104260147,97.618,1.268002309
690,0.103972591,97.618,1.267877017
691,0.103684679,97.618,1.267864665
692,0.10339734,97.618,1.267887375
693,0.103107542,97.618,1.26799529
694,0.102820806,97.618,1.268014998
695,0.102535769,97.618,1.268251017
696,0.102252215,97.618,1.268357916
697,0.101970814,97.618,1.268464434
698,0.101691335,97.618,1.268484031
699,0.101413451,97.618,1.268470743
700,0.101136431,97.618,1.268840889
701,0.100855,97.618,1.268946004
702,0.100575179,97.618,1.268960328
703,0.100298353,97.618,1.268946276
704,0.100021623,97.618,1.268965694
705,0.099742062,97.618,1.26884093
706,0.099463403,97.618,1.268945512
707,0.099188797,97.618,1.268962175
708,0.09891355,97.618,1.268948208
709,0.098638907,97.618,1.269052248
710,0.098366939,97.618,1.269155922
711,0.098096997,97.618,1.269141684
712,0.097827017,97.618,1.269244839
713,0.097558402,97.618,1.269261374
714,0.097290315,97.618,1.269364154
715,0.097026974,97.618,1.269349633
716,0.096761867,97.618,1.269331878
717,0.096496277,97.618,1.269317455
718,0.096230954,97.618,1.269336043
719,0.095966555,97.618,1.269212994
720,0.095705584,97.618,1.269439313
721,0.095447123,97.618,1.269424784
722,0.095186524,97.618,1.269443722
723,0.094926797,97.618,1.269321122
724,0.094668314,97.618,1.269198938
725,0.094414748,97.618,1.269184896
726,0.094159804,97.618,1.269286058
727,0.093904115,97.618,1.269302272
728,0.09365055,97.618,1.269403073
729,0.093397915,97.618,1.269757907
730,0.09363801,97.618,1.26977941
731,0.093789853,97.618,1.269800855
732,0.093888931,97.618,1.269785916
733,0.093956441,97.618,1.269807281
734,0.094001926,97.618,1.269685538
735,0.094026744,97.618,1.269564202
736,0.094013035,97.618,1.269785792
737,0.094104059,97.618,1.270137047
738,0.094151609,97.618,1.270158269
739,0.09417361,97.618,1.270378131
740,0.094184652,97.618,1.270727231
741,0.094182618,97.618,1.270824168
742,0.094170175,97.618,1.270702142
743,0.094149552,97.618,1.27058052
744,0.09412086,97.618,1.270797838
745,0.094089217,97.618,1.270781511
746,0.094052389,97.618,1.270660355
747,0.094011188,97.618,1.270539597
748,0.093965933,97.618,1.270419237
749,0.093916774,97.618,1.270432619
750,0.093865432,97.618,1.270648389
751,0.093813591,97.618,1.270661728
752,0.093757786,97.618,1.270541571
753,0.093699016,97.618,1.270554861
754,0.093637191,97.618,1.270435083
755,0.093572475,97.618,1.270649804
756,0.093506359,97.618,1.27086382
757,0.093437843,97.618,1.271204139
758,0.09336628,97.618,1.271416545
759,0.093294479,97.618,1.271509981
760,0.093219787,97.618,1.271492811
761,0.093140848,97.618,1.271703704
762,0.093060717,97.618,1.271583597
763,0.092976123,97.618,1.271676147
764,0.092888445,97.618,1.271699579
765,0.092799135,97.618,1.272034695
766,0.092708208,97.618,1.272052542
767,0.092616051,97.619,1.271929204
768,0.092522323,97.619,1.272020767
769,0.092423819,97.619,1.271901122
770,0.092323981,97.619,1.272108999
771,0.092224605,97.619,1.271989591
772,0.09212248,97.619,1.272004862
773,0.092017435,97.619,1.271987181
774,0.09191183,97.619,1.271767389
775,0.091803156,97.619,1.271858328
776,0.091692902,97.619,1.271948975
777,0.091580525,97.619,1.271969202
778,0.091466628,97.619,1.271951689
779,0.091351189,97.619,1.271971845
780,0.091234773,97.619,1.272062044
781,0.091117032,97.619,1.271944045
782,0.090996362,97.619,1.27196411
783,0.090875365,97.619,1.272291951
784,0.090757318,97.619,1.272381221
785,0.090635955,97.619,1.272401203
786,0.090511143,97.619,1.272413914
787,0.090383604,97.619,1.272428822
788,0.090253204,97.619,1.272441469
789,0.090121567,97.619,1.272423396
790,0.089990653,97.619,1.272405378
791,0.08985924,97.619,1.272417971
792,0.08972571,97.619,1.272743096
793,0.08959166,97.619,1.273067196
794,0.089454263,97.619,1.273086897
795,0.089318119,97.619,1.273101614
796,0.089181632,97.619,1.273082637
797,0.089042813,97.619,1.273063718
798,0.088903621,97.619,1.273044855
799,0.088762887,97.619,1.273131892
800,0.088621862,97.619,1.273331787
801,0.088479668,97.619,1.273344215
802,0.088336751,97.619,1.27366438
803,0.088193923,97.619,1.273546311
804,0.088050336,97.619,1.27356848
805,0.087907664,97.619,1.27345075
806,0.087763041,97.619,1.273536495
807,0.087618195,97.619,1.273546359
808,0.087475248,97.619,1.273526964
809,0.087330587,97.619,1.273543749
810,0.087184511,97.619,1.27355816
811,0.087036639,97.619,1.273538793
812,0.086889938,97.619,1.27341876
813,0.086741447,97.619,1.273615793
814,0.086593322,97.619,1.272640183
815,0.086442515,97.619,1.272654518
816,0.086291574,97.619,1.272851812
817,0.086141527,97.619,1.272868416
818,0.08599212,97.619,1.272884981
819,0.085839093,97.619,1.272769932
820,0.085684836,97.619,1.272655233
821,0.085530348,97.619,1.272667287
822,0.085375912,97.619,1.272552923
823,0.085222349,97.619,1.272438905
824,0.085067376,97.619,1.272524658
825,0.084912032,97.619,1.272411026
826,0.084755883,97.619,1.272432533
827,0.084599577,97.619,1.272415235
828,0.084444173,97.619,1.272397986
829,0.084289566,97.619,1.272593012
830,0.084130995,97.619,1.272479963
831,0.083973348,97.619,1.272462688
832,0.083815396,97.619,1.272445463
833,0.083658084,97.619,1.272428286
834,0.083500482,97.619,1.272621791
835,0.083342157,97.619,1.272638022
836,0.083184652,97.619,1.272830932
837,0.083026603,97.619,1.272842758
838,0.082868606,97.619,1.272730351
839,0.08270999,97.619,1.272814134
840,0.082549982,97.619,1.272796541
841,0.08238928,97.619,1.272988067
842,0.082228906,97.619,1.273179019
843,0.082069449,97.619,1.273158157
844,0.081908293,97.619,1.273463466
845,0.081746034,97.619,1.27347521
846,0.081583962,97.619,1.273489002
847,0.081421793,97.619,1.273678379
848,0.081259601,97.619,1.27356606
849,0.081097685,97.619,1.273577729
850,0.080936402,97.619,1.273881097
851,0.08077471,97.619,1.273768812
852,0.080613367,97.619,1.273849836
853,0.080452688,97.619,1.273830978
854,0.080293171,97.619,1.273911669
855,0.080133043,97.619,1.273799989
856,0.079973072,97.619,
857,,,
858,,,
859,,,
